epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
141,15252.2,0.91051,0.39721,0.89084,0.98636,0.99401,0.9933,0.67698,1.33042,0.45466,1.01526,0.00307,0.00307,0.00307
142,15358.2,0.91868,0.39915,0.89341,0.98806,0.99269,0.99333,0.67898,1.32633,0.45554,1.01362,0.0030205,0.0030205,0.0030205
143,15464.3,0.90563,0.39437,0.89062,0.98632,0.99401,0.99306,0.6789,1.32899,0.45754,1.01254,0.002971,0.002971,0.002971
144,15570.4,0.90655,0.39245,0.89216,0.98666,0.99356,0.99333,0.67752,1.33316,0.45512,1.01316,0.0029215,0.0029215,0.0029215
145,15676.4,0.90333,0.39287,0.88792,0.98667,0.99362,0.99313,0.67565,1.33261,0.45719,1.01357,0.002872,0.002872,0.002872
146,15782.5,0.90866,0.39465,0.89187,0.98903,0.99228,0.99293,0.67527,1.33462,0.45966,1.01386,0.0028225,0.0028225,0.0028225
147,15888.6,0.90164,0.39275,0.8898,0.99014,0.99082,0.99281,0.67574,1.33585,0.45844,1.01383,0.002773,0.002773,0.002773
148,15994.6,0.89661,0.38832,0.8902,0.98791,0.99273,0.99266,0.6759,1.34124,0.4618,1.0155,0.0027235,0.0027235,0.0027235
149,16100.6,0.8894,0.38649,0.8899,0.99102,0.98891,0.99269,0.67609,1.34063,0.46149,1.0163,0.002674,0.002674,0.002674
150,16206.6,0.88929,0.38753,0.88845,0.99158,0.98938,0.99268,0.67543,1.34383,0.46425,1.01724,0.0026245,0.0026245,0.0026245
151,16312.6,0.90453,0.39019,0.88935,0.991,0.99045,0.99216,0.67629,1.34235,0.46227,1.01742,0.002575,0.002575,0.002575
152,16418.6,0.88533,0.38808,0.88833,0.99013,0.98939,0.99203,0.6757,1.34397,0.46546,1.01859,0.0025255,0.0025255,0.0025255
153,16524.7,0.88554,0.38642,0.88567,0.99092,0.98939,0.99185,0.67558,1.34495,0.46502,1.01927,0.002476,0.002476,0.002476
154,16630.7,0.87745,0.38119,0.88218,0.98927,0.98952,0.99164,0.67571,1.34531,0.46531,1.01991,0.0024265,0.0024265,0.0024265
155,16736.8,0.87168,0.37789,0.88383,0.98831,0.99104,0.99159,0.67449,1.34544,0.46684,1.02061,0.002377,0.002377,0.002377
156,16842.9,0.8738,0.37822,0.8853,0.98827,0.99095,0.99166,0.67431,1.34577,0.46574,1.02078,0.0023275,0.0023275,0.0023275
157,16948.9,0.8764,0.38039,0.88375,0.98821,0.99075,0.9916,0.67482,1.34597,0.46686,1.02125,0.002278,0.002278,0.002278
158,17054.9,0.86196,0.37505,0.88362,0.98819,0.99075,0.99128,0.67327,1.3462,0.46605,1.02139,0.0022285,0.0022285,0.0022285
159,17161,0.86136,0.37672,0.8795,0.98819,0.99085,0.99167,0.67357,1.34763,0.46671,1.02246,0.002179,0.002179,0.002179
160,17267,0.85375,0.37473,0.87756,0.98819,0.99096,0.99201,0.67237,1.3476,0.46604,1.02281,0.0021295,0.0021295,0.0021295
161,17373,0.85543,0.37203,0.88445,0.98815,0.991,0.99208,0.67265,1.34743,0.46383,1.02199,0.00208,0.00208,0.00208
162,17479,0.85752,0.37086,0.87778,0.98781,0.99114,0.99177,0.67403,1.34868,0.46575,1.02166,0.0020305,0.0020305,0.0020305
163,17585.1,0.84254,0.36572,0.87725,0.98962,0.99001,0.99185,0.67254,1.34976,0.46432,1.0217,0.001981,0.001981,0.001981
164,17691.1,0.85209,0.37037,0.8823,0.98978,0.98992,0.99201,0.67206,1.35035,0.46317,1.02153,0.0019315,0.0019315,0.0019315
165,17797.1,0.84475,0.36818,0.87471,0.98786,0.99113,0.99222,0.67368,1.35017,0.46267,1.02173,0.001882,0.001882,0.001882
166,17903.1,0.8403,0.36473,0.87333,0.99028,0.9899,0.99244,0.67365,1.35127,0.46163,1.02173,0.0018325,0.0018325,0.0018325
167,18009.1,0.84361,0.36586,0.87925,0.99057,0.99023,0.99258,0.67425,1.35224,0.46089,1.02181,0.001783,0.001783,0.001783
168,18115.2,0.83449,0.36323,0.87408,0.99004,0.99056,0.9927,0.67509,1.35308,0.45874,1.02179,0.0017335,0.0017335,0.0017335
169,18221.1,0.82106,0.36056,0.86879,0.98996,0.99075,0.99287,0.67472,1.35421,0.45862,1.02263,0.001684,0.001684,0.001684
170,18327.2,0.83268,0.36107,0.87369,0.98994,0.99075,0.99294,0.67487,1.35395,0.4572,1.02285,0.0016345,0.0016345,0.0016345
171,18433.2,0.83367,0.35865,0.87511,0.98984,0.99104,0.99295,0.67426,1.35593,0.45852,1.02366,0.001585,0.001585,0.001585
172,18539.2,0.81794,0.35582,0.87088,0.98993,0.99104,0.99291,0.67399,1.35611,0.46003,1.02389,0.0015355,0.0015355,0.0015355
173,18645.2,0.82903,0.35783,0.87791,0.99131,0.99203,0.99313,0.67385,1.3567,0.45898,1.02406,0.001486,0.001486,0.001486
174,18751.3,0.81196,0.35525,0.87006,0.99119,0.99234,0.9931,0.67344,1.35714,0.46015,1.02452,0.0014365,0.0014365,0.0014365
175,18857.3,0.8185,0.35643,0.87446,0.98903,0.99435,0.99309,0.67331,1.35862,0.46181,1.02505,0.001387,0.001387,0.001387
176,18963.3,0.80374,0.35354,0.86939,0.98875,0.99435,0.99317,0.67252,1.35926,0.46215,1.02542,0.0013375,0.0013375,0.0013375
177,19069.2,0.80698,0.35134,0.8675,0.98896,0.99435,0.99307,0.67328,1.35902,0.46214,1.02587,0.001288,0.001288,0.001288
178,19175.2,0.816,0.3527,0.87401,0.98911,0.99421,0.99306,0.673,1.36012,0.46378,1.02672,0.0012385,0.0012385,0.0012385
179,19281.2,0.80371,0.35011,0.87165,0.98943,0.99237,0.99286,0.67249,1.36184,0.46233,1.02736,0.001189,0.001189,0.001189
